production_companies_id,name
64379,Babylone Films
69093,Splendida
84240,Luso Films
84241,Ci-Le Films
76431,KMG Cinema
12784,Orient Express
12785,Roskomkino
10194,Avatar Productions
7869,Ágata Films S.A.
47270,Théâtre Robert-Houdin
28793,Région Midi-Pyrénées
86779,Les Films à Paulo
86780,Département des Landes
23156,Bruce Cohn Productions
53529,Matsumoto Production Company
8051,Cesáreo González Producciones Cinematográficas
71222,Ibéria Films
10047,CCFBR Produções
10049,Dream Team Concept
8011,Producciones A.S.H. Films S.A.
31125,Antena 3 Televisión
56820,American National Films
12671,Chiller Films
13107,Infowar Productions
55217,Lieurac Productions
38972,Daiwa Building
4786,Midia Cinematografica
12729,PAN Film
12730,Top-Film
7730,Scotia International
33634,China 3D Digital Entertainment
19340,Albion Film Corp. (I)
10588,Colony Pictures
13624,La Lombard Filmes Cinematografica
77653,Eurovision Cinematografica
66693,Produzioni Cinematografiche Romane (P.C.R.)
12786,Ital-Victoria Films
15969,Producciones Cinematográficas D.I.A.
76643,Paola Film S.r.l.
11483,George Albert Smith Films
38573,Barbara Moorse Workshop
7164,TMS
39987,Playboy Entertainment Group
64572,Step-Films Inc.
93188,Condor Filmes
22518,Edison Company
76679,Aquarius Audiovisual
12771,Salaria Film
47612,Dimitri Dimitriadis Film
35990,Ansark-Sidney
16418,"Instituto do Cinema, Audiovisual e Multimédia (ICAM)"
39932,John Proffitt Films
68461,Ora Film
39061,PFM Pictures
76902,Academy Photoplays
12751,CLC
75289,Filmalpha
83622,Jock Film
40668,Studio Adam&Eve
40669,Les Films du Rivage
18480,Embrem Entertainment
35143,La-La Land Films
33314,Studio Kino
32634,Euro-Images
32635,Les Productions René Thévenet
15488,GoodTimes Entertainment
22036,185 Trax
22037,7th Sense Films
66903,Yellow Film & TV
22030,Diamonds International Film
14275,Raymond Productions
23337,Torchlight Productions
22127,uFund
48185,Expatriate Films
48186,Smash Media
48191,Informant Europe SPRL
13148,Silver Lining Film Group
13149,Magic Hour Entertainment
76425,Phaedra Cinema
30256,Stark Productions
66209,eleven-55 Films
93171,Autorenfilm-Produktionsgemeinschaft
76529,Cinema City & Films Co.
2208,RTL-TVi
14901,Anker Productions Inc.
56347,Alexandersson & De Geer Bildproduktion
17105,Someone At The Door Productions
18066,Utopia
69915,Erik Blomberg
25608,Quick Draw Productions
16535,Impics Productions
75567,Amaru Films
17685,Sky Movies
56434,John Flock Productions
38909,Cinecrest
92312,Jack Wiener Production
23496,Les Films de l Ange
11978,Kung Works
22028,NiKo Film
44626,C.I.D.C. Altamira Fil Altamira Films
53494,Mille et une Films
56472,world cinema fund
56477,IZ Films
46416,CVD Studios
46417,American National Enterprises
37330,Soul Kiss Films
13654,Worldvision
5661,Cinema Center 100 Productions
70305,Cinestampa Internazionale
74278,Shinsei Film Company
69232,Light Night
16256,DViant Films
22070,Motlys Film- og TV-produksjon
52337,SkyLand Entertainment
31832,Envision Entertainment
36212,Boies / Schiller Film Group
76928,Promenades Films
24017,Andy Joke
24018,Paloma Juanes
31716,Rollercoaster Productions
37246,Films de la Demoiselle
37249,La Fabrique
47603,Island Alive
21224,Levity Entertainment Group
8290,Busboy Productions
21219,Panamort Television
90799,Polifilm
15175,Películas Rodríguez
63979,Media Nation
10593,Wrather Productions
8866,Cinétudes Films
27584,"Rainbow Film Company, The"
85721,Fox Entertainment Group
80450,Naho Productions
32791,Oceanic Filmproduktion GmbH
33078,Télépresse Films
61617,Cinépol
22484,Ultima Vez
28832,Happy Pictures Culture Communication Co. Ltd.
20767,Cineuropa 92
59620,Truque Produtora de Cinema
49675,Agincourt Productions Limited
14526,Asia Digital Entertainment
14527,Gemini Industries
14528,Imaging
63637,Small Moves
11339,Automat Pictures
13097,Making it Big
21235,MacDonald-Murray Productions
69395,Cinemanila
75620,JTP Productions
75621,13th Dimensional Video
14384,Translux
14001,Ajay Film Company
14571,Balboa Productions
34317,Trinity Productions
49619,Estrella Productions
81646,ESPN Films
74743,Sofiya
16615,Point Grey Pictures
37361,Aggregate Films
37362,DumbDumb
649,Sony
57021,Siempre Viva Productions
10554,Elektra Film
54957,Eskoria Films
93932,Fantosfreak
93933,SoulPsychoKiller
48791,Imperadio Pictures Ltd.
32184,Belle Pictures
10424,Primate Pictures
10426,Panay Films
42935,Distant Justice Joint Venture
91781,Spicer and Moore
50082,Cuba Pictures
16126,David Gerber Productions
44751,Vision Associates Productions
44752,Lisa and David Company
9967,Zeta Audiovisual
10012,Nadie es Perfecto
40796,Filmworks/FX
40797,Prettybird
40798,Post Empire Films
40799,Sodium Fox
56392,Bender Brown Productions
7139,Thirupathi Brothers
21628,Microwave Film
76705,Jones Programming Partners
13578,Esskay Pictures Corporation
16778,Jaquet
73820,Frontera Films S.A.
22631,TMA-1 Productions
44089,Hunnia Filmgyár
38002,Anne Carlucci Productions
16887,Cinekap
22627,Film- und Medienstiftung NRW
69586,Sever Studio
69587,Kanal Russia 1
74257,Finition Productions
21122,SnowPiercer
34725,Moho Film
11904,Digital Graphics
13350,Big Farm
69190,Super Productions
69191,Magellan Films
69192,Mélusine Productions
69193,Noerlum Studios
69194,Studio 352
35411,Mediarts
35412,Hemmings
15662,Studio Chizu
15664,Eurozoom
78987,Region PACA
5324,Brigada
30571,Westwind Productions Inc.
78056,Belgrave
3252,Balkan Film
33276,Maxima Film
46281,Biberche
83029,Tivoli Film Produkcio
19913,Rorvic Productions
12561,Impact
12562,Phantasma
12563,Rogosin Films
69475,Azerfilm
6043,MTV Networks
27903,Basilisk Communications
93400,Sohbi Kikaku
14145,Little More Co.
46286,Propeler Film
49622,Neue Mediopolis Filmproduktion
42205,Black Valley Films
66900,Pavla
92280,Cummings-Harman Productions
19653,Sine Olivia
16753,Gruskoff-Venture-Linson
11709,Major League Baseball Productions
11710,How Am I Doing Productions
11711,New Mexico Media Partners
20124,El Pampero Cine
21079,Hopscotch Features
21256,LOL Comedy TV
21257,Payaso Productions
26637,Jay-X Entertainment
67143,Iconoclastic Features
86980,Floris Films
42184,John McCormick Productions
65157,Cyclops
13151,Headline Pictures
26783,Taeoo Entertainment
31142,Unclaimed Freight Productions
69142,Manhattan Productions
75212,MAFIRT
22609,Ega Medios Audiovisuales
48038,Attaboy Films
48039,For Whom Productions
24510,MICA Entertainment
65466,Troy Entertainment
91875,Worldcross
91876,Solitaire
14151,Group Film Productions Limited
18890,Movie Machine
52011,The Wild Party Production Company
58137,Mirumir
52473,Buzz Kill
40503,Class 5 Films
31824,Malavita
23319,Globus-film
23320,Crombie Film
23323,Most/Rice Films
15404,Eguiluz Films
18144,Vertebra Films
37366,PS 260
22057,Zen Films
37230,Lianhua Film Company
54374,Mingxing Film Company
84408,Star Film
722,Temple Hill Productions
68154,Hutch Films LLC
68155,The Talking Pictures Company LLC
65846,Antarctica Productions
14408,R.D. Banshai & Co.
95081,Balaka Movies
23335,Lucent Pictures Entertainment
27499,AGGK Films
38007,VH1 Original Movies
13383,RD-DR Productions
63912,Louis de Rochemont Associates
25837,Ealing Metro International
42604,Australian Broadcasting Corporation (ABC)
75957,MS Films
11280,Maya Productions
87674,Hark Film
7148,Sara films
95919,Plura Service Company
10602,Pacific Productions
23886,Villani Rockhill Productions
23888,Mighty Moments Motion Pictures
18970,Avalon Productions
25287,San Marco
82831,De Sica Produzione
13195,Such Much Films
30965,LTN Productions Inc.
65840,Texas Film Company
10623,Pretty Mouse Films
31132,Acuarius Films S.A.
39126,Producciones Fenix
47416,Sovereign Films
18852,Heretic Films
33398,First Floor Productions
68438,MediaPark Film- und Fernsehproduktions
9251,International Harmony
25560,Barnesology Pictures
25561,Green Valley Entertainment
23333,Sola Digital Arts
13041,Makuhari Media
72951,Woodshed Films Inc.
72952,S2BN Films
13161,Tea Shop & Film Company
10517,Giovine
21921,Blaustein-Baroda
11645,Interamericana Films
76515,Papalios Productions
23036,C.E.O. Films
23038,Laguna Entertainment
15890,Teagarden Pictures Inc.
12875,Vacationeer Productions
38395,ARM Entertainment
38396,Attainment Media Group
588,Mitteldeutscher Rundfunk (MDR)
23529,Medient Studios
23530,Big Yellow Films
21963,CreativeEAST
21964,Dalpaengee
11081,A Company Filmproduktionsgesellschaft
4645,2T Produzione Film
16135,Globe Film
13361,All At Once
64331,Base Industries Group
20568,Pans-Interopa
23459,Tailored Films
69825,New Chapter Productions
22789,Embargo Films
16209,Panamerican Films S.A.
34077,Film 360
36353,E Stars Films
12085,Tarquinia Cinematografica
12086,Tarquinia Film
40325,Periscope Pictures
56436,C. Scott Films
39174,Big Biting Pig Productions
13212,Chata Pictures
22935,Silver Town Films
22936,Sir Dark Knight Productions
22957,RainCity Productions
22958,SC Entertainment International
12074,Five Star Institute
18312,Halburt Productions
18426,Figaro Films
18427,Ufesa
18428,Prozesa
37536,Gaurko Filmeak
40329,Child s Will Productions
58773,Amazon Prime Instant Video
20761,Wide Angle Creations
44227,IN Entertainment
11140,Wonderful Films PLC
58853,Numéro 4 Production
82027,Umbria Film
2907,Stick Films
71674,Dearfilm
68562,Sofac
55239,Transatlantic Films
12062,Rigas Kinostudija
35781,Cinexus Capital Corporation
12476,Yorkshire Television
10896,Exponential Films
33130,Sallah Company
19456,Envision Media Arts
52139,RGB Productions
55271,Dasa Films
62442,Conaciné Avant
52489,Roxy-Film GmbH & Co. KG
13739,Film Venturers
75364,Nikkatsu Studio
59180,Novel City Pictures
59181,Evans Printing Co.
59182,"Gamekeepers Taverns, Lodges and Inns"
40765,Miss Q
40766,Isn t It Romantic
48496,Studio Uljana Kim
74880,Lithuanian Film Studios
34982,Mythology Entertainment (II)
93636,Film and Television Corporation
12299,PVP Cinema
16687,Film1
22158,James Cruze Productions
7762,Casé Filmes
87558,Les Films du Saphir
8946,Achille Piazzi Produzioni Cinematografica
10449,Protor Film S.r.l.
11870,Anurag Kashyap Films
64666,Jar Pictures
11864,Magic Frames
86871,frozen assets productions
20711,Doperfilme
9080,WildRice Productions
36389,Orbis Film
23318,Mutressa Movies
31296,Spy Global Media
54731,Délia Film
10992,Modern Family Productions
95410,Tout à Trac Productions
1987,Hanns Eckelkamp Filmproduktion
14542,Diabolo Films
54850,Bulletproof Cupid
18855,VIP Productions Ltd.
6451,Bandai
4262,Tezuka Productions
40126,Toast Films
68746,Charles Chauvel Productions
54041,Ito Productions
36191,Fine Arts Film Company
25566,Seabourne Pictures
25567,Quite Quick Productions
95164,Twentieth Century Vixen
88914,Bereg Productions
3349,Scanner-Rhodes Productions
21745,Kirlian Pictures
21746,Northstar Ventures
21747,Northern Film and Media
23120,Montrose Pictures
29575,Uzbekfilm
68431,Capital
40383,Mont Blanc Pictures
40384,KOO-KI
9129,Media Development Authority (MDA)
12752,Bait Productions
41905,Blackmagic Design Films
19415,Chalmar Inc.
76866,North American Film Enterprises
55318,Thousand Miles Entertainment
8284,Baumgarten
75390,I/O Post
30593,Atom Cinema
20318,Level 10 Films
21246,Wildside
16537,Lotus Filmes
77766,Chapuzas Audiovisuales
48856,343 Industries
57426,Microsoft Studios
57427,Laskey Productions
21209,3 Arts Productions
18702,Player Entertainment Group
45864,Matchbox Pictures Inc.
17295,Telsun Foundation Inc.
44678,Toy Soldiers Associates
44679,Producciones Rodas S.A. de C.V.
19911,American Screen Productions
19912,David A. Davies Productions
39929,Fausto Producciones Cinematográficas
12460,EA International
12461,Bioware
52691,Godwin-Willis
79559,Stunts Unlimited
79862,Crescendo Films
45366,Static Prods.
13720,Andergraun Films
15261,Capricci Films
63982,Trade Street Productions
10228,Toonacious Family Entertainment
32696,Beijing Enlight Pictures
74910,Spotlight Pictures
53244,Popolar-Film
20974,Cinematográfica ABSA
91791,Braunstein and Hamady Productions
76211,Artoc Films
31782,Thomas H. Ince Corporation
26875,Xiao Xiang Film Group
41465,Mei Ah Films Production Co. Ltd.
49979,Mei Ah Media (Beijing)
43390,Production Magic Inc.
43391,Maltauro Entertainment
39026,Wunderkind Pictures
42322,Lew Seiler Productions
10302,Alleycat Studios
21916,Dark Morgue Pictures
21918,Sheerface Productions
30336,Novella Film
76917,Maymon Film Inc.
62620,Steel Productions
89158,TRZ Comunicacion
89159,Traziende Producciones / TRZ
42648,Rosebud Films
28309,ATG Productions
28311,Matthew Pritzker Films
8355,APT Entertainment
11997,BNP Paribas Fortis Film Fund
22005,O Brother Distribution
71158,Joseph L. Schenck Enterprises
43979,Shin Films
11803,Oz One Film
25344,Cinares production
66451,Lamy Films
75448,Marsa film
28763,EBC Films
25635,High Five Films
34309,Pandastorm Pictures
34519,SpectreVision
16623,Lost Witness Pictures
16624,Film Regions International
89772,Hamilton-Mehta Productions
25660,Huaxia Film Distribution Company
58714,H.W. Buffalo & Co
26889,Fresco Films
26891,Random House Films
13836,Cofinova 8
36148,Daydream Productions
30567,Diamond Girl Productions
30568,Sol s Luncheonette
28732,RatPac Entertainment
83857,Ubisoft Motion Pictures
86766,DMC Film
86767,Alpha Pictures
31279,Potemkino
57945,Paloma Negra Films
13025,Les Productions de l Amour Fou
58666,Opening Night Productions
79168,Cine Duck
29651,Cléa Productions
30147,Eurisma
93566,E&R
15399,Cee Note
15400,Stranger Productions Inc.
83545,Cinestación
18693,Turner films inc
35987,Federal Films (II)
88533,Pine District Pictures
22322,RDT Productions
57621,Film Development Council of the Philippines
14036,Division Films
14531,Pop Films
17719,MJZ
26676,O  Salvation
78780,Iconoclast
22230,Avi Chai fund
22231,Israel Film Fund
22232,Reshet Broadcasting
22233,Sundance
12555,Annex Entertainment
12556,Ripped Productions Inc.
10653,Filmarno
10176,Banner Films Ltd.
47843,Autumn Productions
21144,Movieco Australia
10186,Rainbow Pictures
33846,Fotocomics Productions
16643,Deutsche Universal-Film
10219,Goat Man s Hill
73643,Film Publishers
10195,Mouka Filmi Oy
20577,Bagboy Productions
20578,Gratwick Films
45301,Prime Films
14094,Hoyts Distribution
94300,BDB
10452,Tefi Film
17010,Squirrel Films
17012,Timeless Films
7413,3Foot7
85945,britannic
18142,Dragonfly Entertainment
18148,Sobras Producciones
22305,Milk & Media
22306,Constance Media
12095,Save Ferris Entertainment
12098,Cofimage 23
12099,Sofica Manon 2
12100,Palatine Étoile 9
20655,Sofica A Plus Images 3
40274,Dévelopimage
10307,Virgil Films
22865,Morbido Films
23838,Salto de Fe Films
68229,Couch Potatoe Productions
16422,Fado Filmes
21380,Roxbury Pictures
24439,Tobina Film
25539,Les Films d Antoine
33916,A Contracorriente Films
58662,Molenwiek Film BV
93608,Kino Kombat
93609,Screen Vision
78244,Ross-Stillman Productions Inc.
60746,Unique Features
60747,Mr. Smith Productions
9158,Spring Films
29062,Final Cut for Real
29064,Novaya Zemlya
2463,Filmex
91531,YMC Productions
95534,Le Studio de Creation Cinematographique du Ministere de la Culture
43849,Casa de Filme Unu
93666,Casa de Filme Cinci
61085,GEA Cinematográfica
67385,Downstream Productions
14106,Essanjay Films
19625,Lifetime Movie Network
24365,Michele Brustin Productions
24366,Scripps Howard Entertainment
7086,Universal Pictures International
16842,Ormenis Film
16843,Thelma Film AG
80273,Truth 24 F.P.S.
1791,Blue Films
57274,AAC Kids
57275,Children s Label
52323,Audubon Films
16237,F.F. Associates
16068,Ernst Neubach-Film
78046,Cinedoris S.P.A.
14747,Zealous Creative
11401,Студия ТриТэ
37354,Mojame S.A.
12724,Cinemec Produzione
12529,Film One Productions
12514,Slovenská filmová tvorba Koliba (SFT)
18370,Slovenský film Bratislava
11175,Benderspink
11176,Carousel Productions
30023,Court Five
46240,Miscellaneous Entertainment
13426,Osmosis Productions Inc.
42051,Troya Film
19262,Renegade Films
14920,Record Farm Industries
14922,Cinovative
83201,Ciak Filmproduktion
93174,Bluehorse Films
16975,Lichtblick Film- und Fernsehproduktion (I)
86296,Intrinsica Films
28273,Village Roadshow Pictures Worldwide
28274,Communicado Productions
41052,Edenstreet Productions
58227,Kinetikon Pictures
52741,Virgin Wood Productions
39477,KQED
41624,RatPac-Dune Entertainment
67128,Aho & Soldan
40543,Posthorn Pictures
13777,Mark Forstater Productions Ltd.
82261,SNPC - Società Nazionale Produzioni Cinematografiche
44296,Hermic Films
10291,Grand Productions
10292,Hurry Up Productions
10293,Lee Rose Productions
71843,Kimura Productions
43487,Emcee Films
26600,Atopic films
71223,Cinematografica
16782,Les Films Français
27832,Telvan Productions
52332,Digital Diva Films Canada
88541,firstchoicefilms
40966,Dirt Road Productions
40967,King City
40968,Exile Films
22995,Cassel Productions
34432,Hollywood Treasures
34433,Three Little Birds Productions
7811,Cité-Films
10303,Rapsodie Production
91698,Filmi Domireew
84848,Yes Productions
84849,Cinema Factory Production Ltd.
48428,VPK
39004,Subotica Entertainment
64745,Cogeco Program Development Fund
64751,Newfoundland and Labrador Film Development
78362,Scentext
37714,Regency Television
35524,Operation Prime Time (OPT)
26105,Radio-televizija Federacije Bosne i Hercegovine (RTVFBiH)
40774,Viking Productions
54259,Les Films du Jeudi
15873,Emerald Productions Inc.
4061,Evolution Pictures
24900,430 Productions
54700,Pere Portabella
23028,Big Sugar Films
23029,Narrator Entertainment
17881,Színház- és Filmmüvészeti Egyetem
63370,MMKA
76889,HvD Productions
76890,L&G Hungary
14532,Filmadora Nacional
14534,Stromboli Films
13351,Melusine Productions
27350,Maybe Movies
58749,Pyramide Productions
22062,Yellow Brick Films
22065,Bo-Town Films
22066,Emerald Peak Entertainment
10985,Harbinger Media Partners
10357,Madragoa Films
89864,Film International Rotterdam
10361,Matheus S.r.l.
10363,Albatros C.P.C.
22823,Attic Light Films
60601,Cloud 9 Film Partners
55633,Ceskoslovenská Televize
10466,Fretboard Pictures
56277,Cyan Films
57283,Major International Pictures
71671,Contemporary Historians Inc.
10368,Leonard Hill Films
42133,Frank Abatemarco Productions
16948,La Unión de los Ríos
15150,Du Maurier-Guinness
50411,Yasahi-Mation Productions
86993,Adoor Gopalakrishnan Productions
40477,Nuts and Lloyd Films
16353,Mount Street Film
28955,Roser Film
50104,This is It Collective
14869,E. & L. Productions
17820,Mega-Vision Pictures (MVP)
67007,Nova Film
2083,Maximage GmbH
81443,Grimthorpe Film
15283,Coolmore Productions
14870,United Performers  Studio
47283,Fellers Film
14037,Dreambridge Films
16945,Red Crown Productions
16947,KODA Entertainment
88016,Hurwitz Creative
81925,Choila Producciones Cinematográficas
64974,Imprint Pictures
13231,Head Games the Film
10766,RoC Works Co.
15577,Latitude Media
19852,Marcel Hellman Productions
18444,Huh huh -Filmi Oy
23099,Sterling Pictures Ltd
30804,Hitman s Run Productions
45986,Drexel Productions
30534,DAVED Productions
10430,Red Line Studios
49763,Maneglia Schémbori Realizadores
15722,FilmBuff
17758,A71 Productions
18698,Festina Lente Productions
18699,Story Engine Pictures
35559,Institut Català de les Empreses Culturals (ICEC)
66894,"Kraken Films, The"
78943,Sisifo Films AIE
6605,Oxymoron Films
10674,Fantasia Optikoakoustiki Productions
29241,2/35
70788,Guanaco
71981,Stefi Films
13552,Laundry Films
16076,Newgrange Pictures
17317,Garagefilm International
17024,Videocine S.A. de C.V.
10971,Filmhuset Produksjoner
8047,NDR
27025,Arrete Ton Cinema
52606,Alta Definicion
41640,Archer Gray
55066,From A to Z Productions
55067,Smuggler
18956,Samaritan Entertainment
21381,micro_scope
16701,Instituto do Cinema e do Audiovisual (ICA)
19196,Blackmaria
12934,Air-Edel Associates
12935,BBC Arts
13916,Banana-Moon Sky Films
16453,Periscope Productions
23972,M7200 Productions
45469,Nemours Productions
45470,Journey Productions
34271,Recyclewala Films
23809,Contravia Films
89301,Punto Guion Punto Producciones
16568,Mulmur Feed Co. Production
16813,Alta Definición Argentina
52436,Revólver Films
16265,Mischief Films
14919,Ambrosia Pictures
51322,Capi-Holland
14067,Through The Heart
21750,Alterian
21751,StarGate Entertainment
21758,Filmtown Productions
36837,Fatal Glimpse Inc.
18583,Alexandros Film
36375,Childhood Productions
90724,Bambi Productions
37789,Avalon Films
37790,Beyond Films Limited
92032,Fipco Productions
92033,Etoile Productions
13840,Aniene Film
10477,AB Publikfilm
84788,Highlook Communications Group
84789,Rotana Film Production
84790,Dubai Entertainment and Media Organization
81895,Petit Films
17084,Catherine Dussart Productions (CDP)
10487,Qintex Entertainment
24142,Independent Partners
10494,Alimar Productions
10495,Thunder Pictures
14854,Secretaria para o Desenvolvimento do Audiovisual
84279,Governo do Rio de Janeiro
84280,Oi
84281,Laffilmes
84282,Pipa Filmes
10505,New Breed Entertainment
10506,Freeway Studios
21941,Continental Media
21942,Harrington Thomas Productions
36916,MS-Films
79575,Quasars Film Company
10503,R.M. Films
63652,Marco Film
10533,General Sanjuro 29
39407,B-Reel Feature Films
10556,Colosseo Artistica
51613,Lita Stantic Producciones
77104,Fortuna Film
77105,Silencio Cine
28211,Mirisch-Webb
21910,Matt IV
15533,Sextant Films
8031,isotopefilms
26987,hugofilm
11311,SeeThink Films
10847,Chromosom Filmproduktion
75169,Knowledge
29736,Nukleus Film
93041,Chaconna Films
73178,Universal International Pictures (UI)
20606,Galassia Film
76193,Bowden Productions Limited
21347,Peter Shaw Productions
229,Solar Films
70277,Henny Porten Filmproduktion
26408,Produzione Doria
79854,Atossa Film Produktion GmbH
17928,A. C. I. Films
40446,Mi Sammy Productions
23411,Elstree Studio Productions
68946,Double D Productions
8671,Kinoshita Komuten
40521,Watanabe Entertainment
40522,SBI Holdings
40523,Broadmedia Studios
40527,Asatsu-DK
40529,Yoshidamasaki
75507,Peter Hutton
10663,Flashback Entertainment
6665,Canal Street Films
81865,United Seven Creations
10670,Supernova Group
21609,Tony-Seven Films
37186,Son et lumière
88361,Bavaria Film TV
10676,Cinesur
10677,Toma 78
10678,De Milo
9058,Alcina
48402,Producciones Insurgentes
48403,San Mateo Films
20313,Venture Forth
18919,Follow Through Productions
18920,Salamander Pictures
18921,Pam Williams Productions
18922,Windy Hill Pictures
44944,Robert W. Paul
10695,Come On Sweet Film
15196,Animation Picture Company
10081,Spark Media
199,3 Sat
10727,HE-Filmproduktion
10962,Freefall Films
12701,Incognito Pictures
12702,Hollywood Sky Entertainment
12703,Releaseme Productions
56442,Admiral Pictures (II)
10814,Iconica
10815,Lolita films
14810,Fora Film
11636,Braindogs Entertainment
11637,YMC Films
10744,REALies
41792,Herman Wobber
5413,image now films
23383,180 Degrees
23384,Check Entertainment
23385,FishCorb Films
44632,Gravitas Ventures
8822,Green Light Media
10767,La Huit Production
10768,Cinaps TV
93197,Parabólica Brasil
93198,Belavista Cinema e Produção
80578,Dan Lupovitz Productions
19773,씨너스엔터테인먼트(주)
19774,타임스토리그룹
23336,Korsa Film
29311,Media Farm
29312,Sunday Night
29313,Pearl Street Films
7084,Travieso Productions
57002,Twelve O Clock Films
57003,Lost Footage Films
19118,Tremora
24819,Lietuvos Respublikos kulturos ministerija
24820,Les Films 2 Cinema
49069,SF Film Production ApS
4632,Freeride Entertainment
14155,AMBL Productions
1413,Transmonde Film
10789,Drotcroft Limited
10792,Weintraub/Kuhn Productions
25032,Cinema Management Group
25033,The National Film and Video Foundation of SA
25034,Wonderful Works
33805,Triggerfish Animation
76877,Last Picture Pro
35353,Thanhouser Film Corporation
15555,Euan Lloyd Productions
33649,Finarco
28045,Gansis
44805,KH Capital
44806,BizAsset
13684,Kerry
10935,Death Awaits Cinema
12882,Pink Buffalo Films
30033,Atlas 2 Productions
59305,Evershine Release
40780,M.D. Producciones Cinematográficas
49983,Mattel Entertainment
43463,Sob Noisse Movies
11384,Orofino
75053,Oregon Four
21958,Motel Man Productions
63813,Rosemont Productions International
52831,Stockholm Syndrome Film
11001,Walkaway Entertainment
11002,Stoned Gremlin
74832,Silesia Film (coprodukcja)
75746,"Chimney Pot, The (koprodukcja)"
79218,Puvisate Ltd.
79219,Creative Films Siam Ltd.
39329,Poe/films
6157,Arnold and Gregor Production
6162,Taska Film
12580,DUNE/Canal+
10914,Peter Jones Productions
10915,Turner Classic Movies (TCM)
10916,Kurtti-Pellerin
39401,"Fever Lake, L.L.C."
39402,Madacy Home Video
87980,Holiday Cinematografica
10942,Fábulas Negras
68624,KSM
7324,Underground Films\
62340,Apache Films
55060,Troop 41 Productions
11807,Film Export Group
58744,Schesch Filmkreation
67114,Brocken Spectre Jockey Mutch
37938,Simka Entertainment
79236,Work Point Entertainment
94046,Vostokkino
40245,Quality Filmed Entertainment
35949,Humpstead Productions
11198,Few
23115,Les Trois Huit
54301,Canned Pictures Inc
19687,Cusick International Films Inc.
19688,Five Ocean Films Ltd.
10988,Kantana Animation Studios
79046,Golden Network Asia
25999,Beactive Entertainment
26000,New Treatment
13485,Compagnie Cinématographique Européenne
49473,Frakas Productions
52257,Clay Bros. Motion Pictures
10996,"Straight Talk, Inc"
23495,titania produzioni
94637,Film 87
94638,Plaza Production International
7131,France Television
15894,Soficinéma 8
28452,24 Mai Productions
28453,Wallpaper Productions
53975,Desert Flower Filmproduktion
70636,MTM West Television & Film
91327,Mohan Films
207,Agat Films
16322,Itaca Films
30531,BN Films
45215,Onceonce Films
21577,Horosho Production
22083,Nida Filma
22084,Latvijas Nacionalais Kino Centrs
33214,i/o post
33715,fx3x
66079,Kino Oko
1388,Centro Nacional Autónomo de Cinematografía
15511,Fundación  Villa del Cine
16952,Blue Post
14833,Toiion
34890,Electronic Arts
25196,The Talking Tree
49968,Will Packer Productions
94008,3D Video System
84188,ZAD Communication & Production
84189,Ein Shams Films
34886,Gidden Media
25120,Warner Animation Group
67994,Sarke Studio
67995,Imedi Films
68937,Foley Walkers Studio
69696,Marfa
24845,Topkapi Films
24846,Menuet Producties
8675,Walking The Dog
11020,Finalement
11021,PEQUI FILMES
67095,Accelerated Matter
87287,Emergent Behavior
36299,Agresywna Banda
66146,Denis Friedman Productions
47037,Irresistible Films
82612,Irresistible Delta
90557,DoubleSee Productions
66913,Daiei Tokyo Daini
18120,Loco Dawn Films
18121,Clownfish Productions
18122,Maine Studios
19548,Haven Entertainment
36117,Bugeater Films
14912,Unbound Feet Productions
87696,Le Soleil Films
45475,Studio Munka
71985,Epidem
35659,Brooklyn Underground Films
14385,Compagnie Internationale de Productions
94708,Right Thinking
28384,Ex3 Productions
40822,Fipex Holding
6889,Pop Gun Pictures
11086,Lunamine
11087,Victoria Deluxe
24783,Temple Street Productions
55372,Dan Redler Entertainment
94985,Bulut Film
31107,K&Entertainment
14578,HitRecord Films
19673,Hochschule für Film und Fernsehen  Konrad Wolf 
17929,Vincent Newman Entertainment
31073,Slap Happy Productions (II)
31375,Evergreen Media Group
25136,The October People
33891,Forbidden Films
24650,Slaughter FX
17645,Stockholm Film
85537,Inge Ivarsson Filmproduction
74079,Skobelev Committee
35663,Red Tie Films
35664,3 Days in Vegas
35665,NG Production
90586,There Will Be Trivia
90587,Cheremoya Films
77322,El Mall
39649,Huayi Brothers Media
78132,Chongoing Film Group
78134,Bon Voyage Film Studio
78135,Shanghai Media Group
78136,Zhejiang Films & TV(Group) Company Ltd.
78137,Hunan Broadcasting System
78138,Anhui Broadcasting Corp.
78139,Beijing TV Station
4828,Film Columbus
14294,Thirukumaran Entertainment
53390,Sony New Technologies
16798,Discovery Productions
18949,Ember Productions
20127,Contest LLC
20128,Percolate Productions
21622,Braven Films
21623,Rip Cord Productions
13678,Vishal Bhardwaj Pictures
12813,Armada Films Production
4896,Gala Film
14513,Cinema Organization
39520,Take 5 Productions
14033,Impossible Films
36186,Bersin Pictures
23648,Apostle Productions
18734,Filminor
11165,Deep Blue Pictures
11166,Red 56
15164,Jos Stelling Filmprodukties BV
76266,Oriental DreamWorks
77691,Leisure Media
34733,Una Noche Films
13928,Steps International
60014,One Small Instrument Pictures
72987,Film Base
72988,Shumway Studios
12469,Higashinippon Broadcasting Co.
27716,Yomiko Advertising
27717,Ahiru to Kamo no Koin rokkâ Seisaku Iinkai
27719,Kahoku Shimposha
78057,Dangerous To Know
78058,Opal Records
24487,"Pennebaker Hegedus Films, Inc."
71837,Second Act Productions
