collection_id,id
201061,16268
170416,16269
107725,16281
107725,16288
17178,16290
107725,16304
71458,16314
213697,16318
111751,16337
57129,16340
246839,16346
94589,16353
255702,16378
275873,16387
127280,16395
98853,16437
106000,16441
157626,16452
9436,16456
373918,16460
110179,16562
141084,16652
97156,16686
55422,16690
96887,16692
96887,16693
166378,16763
45355,16768
123203,16774
111751,16780
34055,16808
171439,16820
138968,16846
426370,16874
238419,16884
48190,16889
118474,16900
23616,16907
350836,16911
174386,16931
411859,16962
86024,16985
129453,17028
97768,17038
45355,17041
91427,17047
404770,17074
158376,17099
23497,17101
123724,17102
33059,17124
158376,17128
158376,17129
221622,17134
23497,17165
168182,17169
112537,17172
143588,17202
105629,17204
373538,17205
105629,17208
405393,17264
37261,17276
353708,17285
19163,17337
366826,17339
448468,17346
442352,17350
373538,17386
190435,17433
8917,17455
97307,17456
192541,17457
92222,17464
44976,17478
478628,17481
44724,17501
178106,17532
123717,17604
409138,17614
158643,17618
108043,17629
350402,17644
122945,17653
94035,17663
2366,17692
129407,17695
147220,17780
10919,17792
456980,17804
132877,17808
102128,17810
122945,17811
321063,17897
264481,17911
87228,17918
446015,17922
277739,17960
116847,17965
294468,17984
182923,17991
168186,17994
19285,18009
19285,18011
389867,18015
170452,18051
374386,18061
308645,18070
98168,18086
98036,18111
201778,18113
141448,18120
350836,18122
121195,18167
25542,18182
447622,18198
48188,18220
48188,18222
48188,18223
59007,18224
417064,18232
33514,18239
308645,18248
116847,18250
97460,18269
374511,18289
99635,18305
287016,18311
476063,18334
85943,18360
294918,18441
140758,18442
140758,18443
1657,18450
267922,18477
475520,18489
96850,18491
44913,18498
87214,18500
104847,18509
96887,18510
96887,18511
9328,18519
48190,18543
108502,18560
478947,18575
297371,18616
96887,18624
374509,18627
87232,18660
44917,18672
89959,18705
478628,18706
300431,18707
205459,18741
159613,18747
223564,18759
169740,18781
86119,18785
192167,18817
86780,18823
160952,18825
443996,18839
158373,18841
3169,18843
443996,18874
71458,18885
26863,18901
172000,18920
353754,18928
330555,18935
330555,18943
19160,18948
374509,18983
138965,18990
100992,18992
65249,18994
45154,18998
45154,19002
19163,19004
140910,19042
215326,19050
286006,19066
126166,19086
260586,19099
11140,19128
110177,19139
87228,19142
116661,19154
19163,19164
19163,19165
405256,19174
112537,19181
216395,19186
37261,19252
37261,19254
3169,19273
205459,19274
19285,19286
19285,19287
19285,19288
37261,19293
37261,19297
37261,19300
37261,19307
59007,19325
374509,19333
374509,19336
421084,19405
59009,19430
115164,19493
373918,19508
105995,19543
374509,19545
332357,19580
114431,19593
44722,19625
259256,19658
21624,19670
109592,19698
37261,19725
294468,19762
237445,19766
207447,19792
256548,19812
43220,19824
8864,19912
141282,19933
298778,19951
363966,19975
87096,19995
397382,20004
86334,20036
389978,20044
259363,20069
33071,20075
297299,20106
107546,20183
33071,20197
401655,20294
102019,20329
86066,20352
142022,20359
141282,20377
141282,20378
476054,20381
478628,20408
142021,20413
478628,20417
322650,20435
164395,20441
39244,20455
297252,20473
378268,20478
63043,20526
377545,20527
330555,20551
95051,20553
95051,20561
95051,20562
95051,20565
472781,20567
97919,20583
96679,20618
97919,20641
404111,20648
479319,20679
57129,20694
20725,20731
97445,20737
97445,20755
141292,20756
97461,20760
143766,20762
423877,20787
123249,20850
107462,20882
107462,20883
107462,20884
150954,20914
114488,20947
114488,20949
122776,20963
20970,20968
23453,20986
218293,20992
218293,20993
48190,21029
117693,21032
211075,21036
24726,21040
24726,21041
24726,21072
441439,21135
157671,21137
87214,21138
240690,21142
37261,21240
263193,21250
37261,21251
424830,21299
176097,21301
97461,21316
338416,21348
59007,21379
165369,21407
96887,21410
52835,21435
39199,21452
44722,21461
76291,21467
430186,21474
263106,21481
97445,21518
189159,21519
189159,21521
142022,21614
97919,21636
97445,21661
157626,21671
421904,21683
101676,21707
101676,21708
186102,21721
369380,21752
182371,21769
157890,21779
312735,21780
86553,21786
351228,21811
96850,21832
289531,21882
173344,21925
161766,21930
363014,21972
325798,22049
205977,22137
205977,22140
298187,22182
63170,22192
238448,22240
140126,22257
59007,22259
87232,22328
169329,22435
221539,22440
97919,22488
53154,22537
59235,22555
160468,22572
458017,22582
144200,22586
113589,22599
86860,22620
238448,22623
458095,22701
177467,22794
656,22804
87186,22821
210303,22843
290933,22855
161766,22899
37261,22937
220448,22965
147207,22974
222634,23023
313576,23048
424830,23069
438087,23101
124930,23104
123438,23116
23240,23150
23240,23151
23240,23153
23240,23154
23240,23155
23240,23166
23240,23167
123724,23220
354066,23280
179042,23289
158365,23336
415799,23338
167613,23398
8581,23437
23453,23452
215326,23479
179892,23483
396839,23504
429234,23508
432151,23521
164397,23535
104842,23626
210006,23631
63170,23654
369005,23676
167456,23728
257571,23730
122489,23767
52985,23823
41437,23827
251858,23832
55428,23903
109592,23919
137766,23943
113679,23951
261526,23964
142717,23985
142717,23986
394316,24020
33514,24021
24717,24023
24717,24024
24717,24025
24717,24026
221308,24032
135501,24038
174245,24047
108502,24057
19163,24102
87536,24126
167456,24130
98077,24140
126209,24150
150954,24161
378453,24200
286948,24230
297143,24236
24761,24253
252313,24257
194752,24259
89272,24266
88574,24331
173344,24348
421566,24382
39438,24402
86311,24428
96887,24444
168880,24476
168880,24477
19163,24554
19163,24556
37261,24568
37261,24569
37261,24570
37261,24571
123726,24580
480071,24631
112537,24646
112537,24647
476065,24654
264335,24674
106784,24686
458017,24696
24717,24712
24717,24713
425164,24752
25410,24756
478947,24769
103291,24789
112406,24791
97445,24794
315750,24830
212279,24831
91657,24833
395556,24837
14377,24873
405393,24883
324703,24889
136218,24924
136218,24925
101471,24929
101471,24935
101471,24939
105322,24993
186102,25005
124879,25006
111751,25018
43058,25059
36694,25087
17149,25114
38451,25148
138706,25155
479319,25160
479319,25161
181502,25164
94035,25180
97919,25182
135509,25188
296429,25239
369004,25251
306882,25361
98853,25391
192974,25423
157504,25473
315595,25475
272673,25508
246091,25516
91945,25528
171586,25536
300431,25539
19163,25556
19163,25587
244242,25602
41658,25606
91945,25678
91945,25682
91945,25684
192174,25716
141615,25741
251383,25745
115225,25748
115225,25749
115225,25750
115225,25751
115225,25752
115225,25753
115225,25754
25542,25778
25542,25786
129453,25833
114915,25834
201689,25843
117693,25913
327598,25934
122776,25936
34055,25961
456733,26005
185667,26028
87536,26042
170754,26044
59235,26114
298820,26123
460334,26181
37261,26190
108669,26200
263866,26230
251383,26235
14377,26263
126221,26264
434270,26268
123726,26278
41658,26285
37261,26329
126166,26340
435805,26357
330555,26386
211753,26398
314023,26452
101385,26461
123724,26480
338327,26483
338327,26484
223926,26497
85817,26505
123256,26515
363015,26539
263866,26554
417481,26566
427956,26573
275873,26581
363014,26655
1972,26693
373918,26728
413935,26736
100415,26743
376970,26769
93788,26809
473943,26830
65249,26845
134635,26847
309259,26877
338327,26879
114431,26881
114431,26883
123726,26912
123218,26914
141252,26945
161766,26947
107949,26953
107949,26954
107949,26956
107949,26957
107949,26958
107949,26959
107949,26960
107949,26961
264434,26962
319644,27010
169851,27042
107473,27046
397382,27076
211753,27085
478628,27117
478628,27118
397842,27214
138968,27296
166373,27310
203178,27318
203178,27320
46512,27352
294918,27370
338327,27376
256296,27414
221966,27472
138971,27475
48802,27503
425280,27548
106000,27549
101385,27561
126125,27578
280504,27582
211753,27591
312744,27598
343733,27599
343733,27600
32135,27601
425880,27621
136218,27646
107949,27651
8783,27653
416305,27712
138971,27764
138971,27767
168545,27769
168545,27770
168545,27771
91430,27793
104716,27813
104716,27815
104716,27816
10713,27847
87252,27850
33938,27932
259027,27970
3169,27996
281644,27997
164394,28031
201548,28039
38451,28044
108170,28067
108170,28071
254636,28090
129748,28118
373538,28148
256297,28153
256297,28155
32135,28165
32135,28169
39438,28209
104068,28213
48655,28218
101471,28260
144200,28302
227140,28324
227140,28325
374436,28406
259401,28421
259401,28423
259401,28425
259401,28426
272673,28436
263101,28460
10713,28510
413946,28538
227140,28574
180854,28597
180854,28601
44913,28605
425164,28609
135489,28635
123249,28656
33381,28668
123751,28670
146534,28677
227140,28682
207415,28697
327871,28733
123251,28737
201576,28739
123249,28746
135501,28751
123740,28801
39199,28808
327871,28855
147765,28904
413946,28912
351230,28920
220872,28938
211860,28994
135441,29021
319644,29054
319644,29055
122947,29064
126220,29095
63170,29224
297143,29228
109082,29229
221544,29239
221544,29242
221544,29243
391047,29251
117927,29293
413661,29328
416491,29361
261590,29426
208765,29445
286935,29455
89959,29484
33381,29487
33381,29490
96680,29564
101646,29670
33938,29723
321148,29742
123724,29748
123724,29778
174218,29794
384920,29801
143766,29812
33381,29829
284111,29903
284111,29904
366444,29912
154002,29920
462565,29941
242587,30059
113589,30091
145901,30143
246207,30146
333154,30149
110041,30155
99727,30178
104202,30245
59235,30347
187736,30366
122947,30379
9046,30421
111751,30497
179244,30502
276838,30554
201930,30566
263101,30575
314023,30577
479319,30649
44913,30654
96660,30655
96660,30656
138706,30666
333398,30780
221539,30793
456980,30801
429234,30913
429234,30914
88574,30921
98462,30972
97919,30975
123289,30997
84785,31022
59235,31046
59235,31047
145901,31051
131989,31060
131989,31061
205145,31131
183256,31132
303872,31203
85473,31217
429826,31245
48194,31264
138163,31273
108043,31292
160677,31297
160792,31329
104842,31341
141252,31347
115840,31359
102452,31372
102452,31374
102452,31378
473983,31402
473983,31408
257899,31443
123740,31472
8783,31473
221544,31498
158038,31506
473983,31534
33071,31609
372257,31638
212279,31646
297143,31654
86668,31723
135441,31804
135441,31805
135441,31812
19163,31933
135498,31947
123740,31952
135441,31980
221539,32023
153948,32049
405256,32100
37261,32105
37261,32109
37261,32113
281882,32213
131780,32237
1972,32250
425880,32293
71458,32302
243738,32523
434270,32620
12087,32643
146532,32654
179919,32657
359005,32669
330555,32685
380006,32688
255702,32694
246091,32740
278467,32761
278467,32764
87251,32790
368982,32834
124930,32862
351228,32888
131989,32926
10721,33005
123724,33020
123218,33061
122123,33065
446792,33108
2704,33201
86110,33217
124950,33258
190435,33274
